category,bariba,french
Transport et direction,A wii mwaama a ka man naawa.,Attrpe-le et amène-le moi.
Transport et direction,Ù be de ù tìm mɛ mwɛɛma.,Qu'il avale le médicament et qu'il vienne.
Transport et direction,Wunɛ ka mwia yè.,Salutation à quelqu'un qui est en train de fournir un gros effort.
Transport et direction,"Sabi u na, u ǹ man deemɛ.",Chabi est venu et ne m'a :
Transport et direction,Bii win naa te ta ǹ man dore.,Je ne suis :
Transport et direction,Kurɔ wi u win bii naa da win sesun mi.,aller à la recherche de. . Cette femme est allée chercher son enfant chez son frère. na›a› de.
Transport et direction,Wunɛn kurɔ ù kùn nun kkĩa ku wii naa gira. Yãa ten naa karuka sɔɔra sãkuru ta sɔka. naa karuka naa karuki .,"Si ta femme ne t’aime naa karuka / naa kabura [naà kabúra‚]espace entre les sabots des petits ruminants,espace entre les orteils. L'épine est entrée entre les orteils."
Transport et direction,Na nùn naamwɛ swaawɔ.,Je l'ai rattrapé en cours de route.
Transport et direction,"Sà n kɛkɛ wa, u koo naa mwɛra.","si nous trouvons une voiture, nous le rattraperons."
Transport et direction,A ka man bii wi naawa.,Amène-moi cet enfant.
Transport et direction,naki ga sina sanum yɛ̃ .,Le caméléon sait marcher comme un roi.
Transport et direction,"Kurɔ wi den nasara sua, u kpĩa u sĩimɔ.","La femme a eu la délivrance, elle a pu marcher."
Transport et direction,Bɛsɛn nata ka wunɔbuse u tɛtɛ toba kam kam. nata ka wunɔbusewa.,"ord. sept centième, 700ème. Notre sept centième a mal voté."
Transport et direction,"Be tɔmbu nɛɛru, beraa dɔma te na.","card. 400, quatre cents. Ils sont au nombre de 400 à venir à la cérémonie."
Transport et direction,Nɛnɛ ka wunɔbuse ya kɔmia.,"ord. 900ème, neuf centième. Le 900e manquait."
Transport et direction,A bii wi nɛnuma a ka na mini.,Prends la ain de l'enfant et amène-le moi.
Transport et direction,A daa te sɔɔ niɛma ana.,laver les mains dans. . et revenir. Lave-toi les mains dans le marigot et reviens.
Transport et direction,niki niki [niki niki]complètement noir. Wekerun biru ga ra n tĩriwa niki niki.,Le derrière de la marmite est complètement noir.
Transport et direction,Bawin mi gobi nɔna da.,Ils sont allés quémander de l’argent chez lui.
Transport et direction,"I ku de bii wi ù man nɔbi du. nɔni du inv. Ben 185 nɔni gãa gooru nɔni tera beku te ta nɔni du, ten gobi yu ka nɛ. Leur pagne est bon marché, il n'est  nɔni gãa gooru [nɔnì gãa gòòru‚]les tempes. Wɔndia ba kìre suba nɔni gãa goorɔ ba ka yaburu na. nɔni gãa goora. nɔni gãa gòònu. nɔni gãa goona.","Ne laissez : être moins cher, à bon marché. Les filles ont mis de l'antimoine sur les tempes pour venir au marché."
Transport et direction,"Bɛsɛn wɔɔ beran nɔni nnɛgii wi, u dowa too.",Le devin de notre quartier est très bon.
Transport et direction,"Yaa ye, ya ǹ gu, ya nɔni kpakiru kua. ǹ ka ko nɔni kpaki teeru kpuro, kɛkɛ ya wɔruma.","l'animal n'est 2) instant, minute. En un instant, la voiture est tombée."
Transport et direction,"Yè u da maroɔ, yerau nɔni taaya uka wuma.","Quand il a été en ville, il en est revenu méchant."
Transport et direction,"Bii wi, u kĩ uka win mɔɔ nɔni yɔ̃ ra. nɔni yɔ̃ re.",L'enfant veut devenir impoli envers son grandfrère.
Transport et direction,"Ka wì a taburu toomɔ, a win nɔnu mɛɛri. u nɔnu mɔil est envieux",Regarde l'oeil de celui avec qui tu es en train de jouer.
Transport et direction,"A dweebu toruo ka nɔɔ gè a kĩ. Kɛkɛ gaa ya na mini, yen naasu wèe.","Commence à danser avec le pied que tu veux. roue de voiture, roue de byciclette ou de moto. Une voiture est venue ici, voici les traces deses roues."
Transport et direction,Biɔ u win kɔ̃ɔ nɔɔ dorasiamɔ. U kɔ̃ɔge nɔɔ dorasia.,Bio est en train d'aiguiser son canif. Il a aiguisé le couteau.
Transport et direction,"Yè sa nɔɔ kanana, ma sa swaa wɔri.","Quand nous avons fini nos adieux, nous nous sommes mis en route."
Transport et direction,"Nɔɔ gàn nɛra, sa ko suunu sɔbe. Ces gens tɔn be, ba nɔɔ nɛra tɛ̃ , goo kun maa ka goo sikirinamɔ. Tontonden diya guunu nu rà n nɔɔ nɛ.","Si nous nous entendons, nous pourrons porter ensemble un éléphant entier. Ces gens-là ce sont accordé le pardon ils ne se discutent plus. être égalisé à la même hauteur, au même niveau. C'est de loin que les montagnes ont une vue rectiligne."
Transport et direction,Bɛsɛn nɔɔbuse u gina yara.,Notre cinquième est d'abord sorti.
Transport et direction,A do a nɔɔma yè ba gerumɔ kpaa naa man sɔ̃ . Wiya u gari yi nɔɔma sa ka tɛ̃ yɛ̃ yèn mö mi gia.,Va entendre ce qu'ils disent et viens me le rapporter. C'est lui qui a entendu cette histoire et maintenant nous savons ce qui se passe là-bas.
Transport et direction,A daa wii sɔ̃ u be man nɔɔrima fuuku.,. . et venir. Va lui dire de vite s'occuper de moi.
Transport et direction,A doo yɛnuɔ a nim nɔruma kpaa wurama.,Va boire de l’eau à la maison et reviens. .
Transport et direction,U wii nukama u wurama.,Il l'a chatouillé et il est revenu.
Transport et direction,"Bii win bɔ̃ sa ye, yakoo num.",L'allergie de cet enfant va disparaîtreinacc.
Transport et direction,Dɔkɔ kaaru ta nunda.,La calebasse pour puiser au puits est venue à la surface.
Transport et direction,A do a wii pitama. A win bɔɔ te pitama a sere na.,Va le dénoncer et reviens. ouvrir et venir. Ouvre son sac avant de venir.
Transport et direction,Tɔn ben gari yu poorira.,aller de mal en pis. Leur affaire s'est empirée.
Transport et direction,A yabe te potama.,Enlève le boubou et donne-le moi.
Transport et direction,Win kɛkɛ ya nɛgia kpaaru kere.,Sa voiture est plus neuve que la mienne.
Transport et direction,Marebu ba tii kpasa so bù ka tɔ̃ɔ bakaru da.,Les peuls appliquent de la poudre rouge sur la peau pour aller à la fête.
Transport et direction,A Bɔna sɔ̃ ù be den yãa ni kpakiama ù wuma.,Dis à Bona de rincer le linge et de revenir.
Transport et direction,A boo ge kpakuma a ka na.,Brûle les poils du cabri et apporte-le.
Transport et direction,U win sɔbu ni kpanama gbee swaawɔ.,Il n'a :
Transport et direction,Bɛɛ ka kparabu.,Merci de nous guider sur le chemin de Dieu.
Transport et direction,U nɛɛ yi kparama uka turuma mini.,Il a conduit les boeufs jusqu'à arriver ici.
Transport et direction,Ba wii sɛna kparanama.,. . et venir. Ils l'ont chicotté en venant ici.
Transport et direction,"Yè tem yɛ̃ ro u koo naa bɛsɛn wuuwɔ, yera delege u nɛɛ kpàro ù de ù gari yi wuu nɔɔsia.","Comme le chef de l'état devait venir dans notre village, le délégué a demandé au gongonneur de l'annoncer aux habitants du village."
Transport et direction,I ku sɔku te dii kpe. Swaa yerà i ko kpe?,Ne mangez 2) choisir et suivre un chemin. Par quelle voie passerez-vous en rentrant.
Transport et direction,Sabin kurɔ kpee kɔbusa sawa.,La femme de Chabi a préparé la sauce de gombo.
Transport et direction,A dea wunɛn sɔmbu te kpeema a sere wuma.,Tâche de terminer ton travail avant de revenir.
Transport et direction,A swãa ye nim kpɛ̃ɛma ana.,commencer à mettre dans. . et venir. Mets le poisson dans l'eau et viens.
Transport et direction,"Yè ba wa woo ga dii te kpɛɛyama mɛ, yera ba duki kura.","Quand ils ont vu que le vent a commencé à enlever le toit de la case, ils sont sortis en courant."
Transport et direction,Sabi u bii kpɛ̃ rama uka wuu duuma.,Sabi a écrasé un enfant en entrant dans le village.
Transport et direction,A do a bii wi kpĩima kpaa wurama.,Va mettre l'enfant au lit et tu reviens.
Transport et direction,Ba ku ra kpiku swaawɔ kɛ̃ siru wa.,On ne voit :
Transport et direction,A ku man kpunari. Ne te couche Ù win nɔm geu kpunari.,Il s'est couché sur ma natte. Qu'il repose éternellement sur sa main droite.
Transport et direction,Durɔ wi u yina ù wuun sunɔ kpunaa. R - r ra,Cet homme a refusé de se prosterner devant le chef du village. nég.
Transport et direction,U sisi re?,doute. Est-ce-qu'il va venir? rò
Transport et direction,"Ye sa yinna swaaɔ, yera sa tɔbirina.","Quand nous nous sommes rencontrés sur la route, nous nous sommes salués."
Transport et direction,Bibu ba sãa kɔ̃ . sãa kɔ̃ . sãa munɔru/sãa mɔrɔru[sãa mɔrɔru]Spondias monbin (Anacardiacées). Ba sãa mɔrɔnu sɔrimɔ. Ils cueillent des fruitsdu sãa mɔrɔnu. sãa mɔrɔra. sãa mɔrɔnu. sãa mɔrɔna. sãa munɔ swãabuu [sãa munɔ swãabu]prunier mombin. sãa munɔ swãabuuwa. sãa munɔ swãabunu. sãa munɔ swãabuna. sãa muraru[sãa muraru]Ximenia americana. sãa murara. saa pɛɛtu / sabi pɛɛtu [saa pɛɛtu]canard. Bɛsɛn yɛnuɔ saa pɛɛtu mɔ.,Les enfants sont en train de se balancer. Dans notre maison on a des canards.
Transport et direction,Bɛsɛn naa ye 210 saakɛ/ saagɛ saaria ya koo saada ko.,Notre boeuf va devenir cher.
Transport et direction,Durɔ wi u da win wuuwɔ u búnu sãama u sere na u tuuba kua. A do awunɛn dwaani sãama kpaa sere naa man sãa.,Cet homme est allé dans son village adorer les fétiches avant de venir se convertir. servir et venir. Va d'abord servir ton oncle maternel avant de venir me servir. .
Transport et direction,Bɛsɛn wɔɔ beran saarɛ koowo wi u dɔkɔru do.,Celui qui chante de maison en maison dans notre quartier a une belle voix.
Transport et direction,U sɔmbu te sɔɔ sãaya.,devenir rapide. Il est devenu habile dans ce travail.
Transport et direction,"Yè u den sãayama , yera ba nùn tɔ̃ rasiaacc.",.
Transport et direction,"Yabe te, ta koo ka man saka ko. Su gberenu saka ko, baawere uka suni.","suffire, être assez grand, à la dimension de. . Cette chemise peut aller avec moi. mesurer, peser, jauger. Mesurons le maïs pour que chacun puisse piler."
Transport et direction,A naa ye sãkama kpaa na. sakan wera sakan wenu.,Egorge le boeuf puis viens. sakan weru / sakan woru [sakan weru‚]espèce d’herbe .
Transport et direction,U man sãkiria u na u man sɛ̃ re.,Il m'a surpris et il est venu se jeter sur moi.
Transport et direction,U man sãkuma sere gbaburun bɔnu.,Il m'a accompagné jusqu'à la moitié de la distance. .
Transport et direction,"Na gĩa samaata dwa, n ka nɛn diru kɛnɛ.",Hier j'ai acheté la natte en bambou pour fermer ma chambre.
Transport et direction,"s'abimer, se gâter. Nɛn kɛkɛ ya sankira.",Ma voiture est en panne. Win nuki yu sankira 'Il s'est attristé. '.
Transport et direction,A kun da ka tɔn sanko swĩinɛ.,Ne chemine :
Transport et direction,U man nɛn kpookpoo te sankuri.,Il a gâté ma moto à mon insu.
Transport et direction,Bii be ba sannama ba ka dumma yɛnuɔ.,Ces enfants ce sont querellés en venant à la maison.
Transport et direction,Wee sii uka man sannɔ tirasiguu deema ni.,Voilà qu'il est entrain de discuter avec moi.
Transport et direction,"I de su nɔɔ tia ko, su da sannu.",Mettons-nous d'accord pour aller ensemble.
Transport et direction,Biɔ u sanum mɔ. Woru kùn sanum mɔ.,Bio marche vite. Worou ne marche
Transport et direction,"Yè kɛkɛ ya wuu dua, Woruwa u gbia u sara. Na gĩa dokotoron kɛkɛ wa ya sara. Bii ù n swaa sara, wiin gari yu sɛ̃ .",". descendre, sauter. Quand la voiture est arrivée au village, Woru a été le premier à descendre. J'ai vu hier la voiture du médecin qui passait. avoir mauvais caractère, avoir de mauvaise habitudes. Quand un enfant a des mauvaise habitudes c'est très compliqué."
Transport et direction,A man nɛn yãnu teya nu sãra. Yam mu sãra. Sɔ̃ɔu sãra.,"Tu m'as lavé mes habits, ils sont devenus propres. Il fait jour. La saison sèche est arrivée."
Transport et direction,"Yè u wobura u sarama, yera woo ga seewa ma u kpam disinu kua.","Quand il s'est lavé il commençait à devenir propre, un vent s'est levé et il est redevenu sale."
Transport et direction,Goo gunɔn baaye ka sasara.,L'avion n'a :
Transport et direction,A dea wunɛn yaberu sebe a sere yaburu da.,Enfile ta chemise avant d'aller au marché.
Transport et direction,A nɛɛ ù yabe te sebuma.,Dis-lui de porter la chemise pour venir ici.
Transport et direction,Win dansiki sɔɔra u win tako sebusi.,Il a porté son boubou sur une autre habit.
Transport et direction,A Biɔ sɔ̃ ù be seema.,Dis à Bio de se lever et de venir.
Transport et direction,Ba seenu soomɔ bɛsɛn yɛnu kɔnnɔɔwɔ.,Les gens jouent de la musique religieuse devant notre maison.
Transport et direction,A do a durɔ wi seeyama.,Va faire lever le monsieur. réveiller et faire venir. A do a Woru seeyamaRéveille Worou et dis-lui de venir : .
Transport et direction,"U sɔ̃ seku kperun wuswaaw, u mataraka ka yii piibu nɛni.","Il est assis devant l'enclume, il tient en main un marteu et un petit balai."
Transport et direction,Na taa si semima.,J'ai enfoui l'igname et suis venu.
Transport et direction,"Ye sa tem yɛ̃ ro senna, yera ba sun gobi kã.","accueillir, aller à la rencontre de. . Quand nous sommes allés à la rencontre du chef de l'Etat, ils nous ont donné de l'argent."
Transport et direction,Ba tem yɛ̃ ro sennama.,Ils ont accueilli le chef de l'Etat et ils sont venus.
Transport et direction,Sa bɛsɛn yiini sennɔ da. sennɔ na [sennɔ na]venir à la rencontre. Wuugibu ba koo sunɔ sennɔ na sia.,Nous allons à la rencontre de notre chef. Les villageois viendront à la rencontre du chef demain.
Transport et direction,Na dogo ye serama.,J'ai épulché le manioc et suis revenu.
Transport et direction,"A do ǹ sere dãkuru ko. Sɔm kowo be ba woo sere ka tɛ̃ . A yania koowo sere un ka we. Tii mɔrun swaa, sere bɛsɛn keu. U sere doona? N sere kɔsawa ka gem.",avant que. Va avant qu'il soit trop tard. jusqu'à. Les travailleurs ne sont toujours 3) jusqu'à ce que. Efforce-toi jusqu'à ce qu'il arrive4) il faut. Le chemin de la liberté est dans l'alphabétisation. Est-il parti? Cela a-t-il changé vraiment?
Transport et direction,"Nɛn tundo ura ràa man seru sɔndi. Mon père me mettait à l'épaule. seru kaseru/ seru kãseru [serru kaseru]épaule. Yè sa wãa sa gari mö, yera Bɔna u nɛn seru kaseru so.",sera. Quand on était en train de parler Bona m'a frappé sur l'épaule.
Transport et direction,"Bii wi, u sɛɛra.","devenir intelligent, devenir sage. Cet enfant est intelligent. il est sage) :"
Transport et direction,"Bii wi u sɛɛya, u ǹ maa sia wuremɔ.","veiller à ne plus recommencer, devenir sage. Cet enfant est devenu sage, il ne recommencera plus."
Transport et direction,À n ddaa kurɔ wi sɛ̃ kama kpaa wurama.,"Si tu vas, tu embrassera la femme et tu reviendrasinacc."
Transport et direction,Siikuro ga sòkuru kua dii gãarɔ.,L’oiseau jaune a fait son nid derrière la chambre.
Transport et direction,"Yè ba wii soka, yerau sɛndama.","Quand on a appelé l'enfant, il se presse et il vient."
Transport et direction,A do a dɛka ye sɛrima win dii kɔnnɔwɔ kpaa wurama.,Va mettrece bâton devant sa case et reviens.
Transport et direction,"Ye sa tura wuu mi, bii win naasu su sɛ̃ sia. A notre arrivée dans ce village, l'en- 227 sɛs̃ iama siarama fant a eu mal au pied.","devenir difficile, pénible, endolori."
Transport et direction,"Yè durɔ wi u barɔ, yerau sɛ̃ siama.","Lorsque cet homme est malade, il est devenu difficile."
Transport et direction,Bii wi u win mɛro sɛ̃ siari.,L'enfant est devenu difficile contre le gré de sa maman.
Transport et direction,Kurɔ wi u sɛ̃ siasi yɛnu sɔɔ.,. . La femme est devenu difficile dans la maison.
Transport et direction,Ben wuun swaa ye ya nɛn naasu sɛ̃ siasia.,La route de leur village a endolori mon pied.
Transport et direction,Sɔmbu te ta koo bii wi sɛ̃ sie.,Ce travail sera difficile pour cet enfant.
Transport et direction,Sɛ̃ u ga dimɔ turuku mini.,Un renard est entrain de manger tout à côté.
Transport et direction,Naǹ kpɛ̃ n sĩ . Woru u koo sia sĩ win kpaarɔ.,"Je ne peux : partir, rentrer chez soi. Worou retournera chez lui demain."
Transport et direction,A do a wii siarama. 228 siarana sĩira,Va le remercier et reviensinacc.
Transport et direction,Ba ben wöru gen tɔ̃ ru sĩiya.,Ils ont changé la date de leur fête.
Transport et direction,"A sĩima, su ku raa nun deri yakasu mini.","Viens vite, qu’on ne t’abandonne :"
Transport et direction,"Swaa ye, ya ra n sĩini mɔ.",Cette route a des esprits.
Transport et direction,Sĩiru ta tau gem gem. sĩiru  sĩinu.,Le tendon est très tendre. fait d'aller passer la nuit ailleurs.
Transport et direction,Ba bii wi sĩisia.,Ils ont fait marcher l'enfant.
Transport et direction,Amɔna tɔn be ba basĩisina mi ?,Comment ces gens ont-ils marché?
Transport et direction,"Ba wuu daa ten tɔ̃ ru sĩiya. Yè na duma ye sĩiya, yera ya duka wukura.","route). Ils ont changé la date du voyage. tourner, retourner, virer. Quand j'ai retourné le cheval, il s'est mis à courir."
Transport et direction,Durɔ u maasɔru yɛ̃ wa nde win sikado.,Dafia sait aller à cheval comme son ancêtre.
Transport et direction,Siku kãaru ta suremɔ. siku kãara. siku kãanu. siku kãana.,L’ancien tombeau est en train de s'enfoncer.
Transport et direction,"Yè yaruwaasi u kĩ ù kurɔ sua, u sireena gea.","ne savoir que faire, aller de ci, de là. Quand le jeune voulait se marier, il s'est beaucoup promené."
Transport et direction,"A seewo su duka, damgibu ba sisi. sisiru bururu [sisi bururu]lendemain matin. Sisiru bururu ba koo ben sɔmbu te ko.","int. inv. Lève-toi et file. Les forces de l'ordre arrivent. Le lendemain matin, ils feront leur travail."
Transport et direction,Sɔkura yyea wunɛn baaba sokuma.,"L'igname pilée est prête, appelle ton père."
Transport et direction,"Yè u kperu sokurama, yerau na u sun wɔri.","Quand il a heurté une pierre, il est venu tomber sur nous."
Transport et direction,Ba wii sokurasia yè ba nɛɛ ù duka do fuuku.,"On l'a précipité, quand on lui a dit de vite aller."
Transport et direction,Songo gia sɔbu ba ku ra biare.,Le quartier Zongo ne manque :
Transport et direction,A kpee te soorima a ka na.,Lisse cette pierre et apporte-la. .
Transport et direction,Mare berà ba sòosaa soomɔ mi?,Quels peuls sont en train de jouer du violon? sòosaa.
Transport et direction,"Sòo tè ba man kã gia, ta sɔ̃ sia.",devenir amer. La bouillie qu’on m’a offerte hier est devenue amère .
Transport et direction,"Gbɛsɛ nì na yorima, sinu man sosiari.","Les courges que j'ai cueillies sont devenues amères, je le regrette."
Transport et direction,"U wii sɔbu ni tura, kpaa nùn sɔbu ni sɔbiama a sere wurama.","A l'arrivée, tu le libéreras de sa charge avant de revenir."
Transport et direction,A de bù nun sɔbu ni sɔbima a ka na.,Permets qu'ils te chargent les bagages pour me les apporter.
Transport et direction,A nim sɔ̃ kama a ka na.,Puise de l'eau et apportela.
Transport et direction,"Yè ba bè sɔkirima mi gian di, yera ba koo na bu nɛɛ ba bè daa kua.","Comme ils ont reçu plusieurs injections depuis là, ils sont venus se plainres ici."
Transport et direction,U da u naa ye sɛ̃ u sɔkuma.,Il est allé faire une injection au taureau.
Transport et direction,Kɛkɛ yen sɔmbu bu wɛ̃ ra.,La voiture a été bien réparée.
Transport et direction,A do a kɛkɛ ye sɔmma fuuku.,Va vite faire réparer la voiture.
Émotions et sentiments,Bii win babiribu bu ra win mɛro dore.,"Lorsqu’on palpe son enfant, la mère est contente."
Émotions et sentiments,"Wì bãru ta wɔri, u kù ra n maa kɔberun bɛrum mɔ. bãra bãnu.","fruit du rônier. Celui sur qui tombe le fruit du rônier, il n'a plus peur d'une taloche."
Émotions et sentiments,Win bɛruma mu nùn bebirisiamɔ.,C'est sa peur qui le fait bégayer.
Émotions et sentiments,Durɔ wì bɛndowa.,Cet homme est un peureux.
Émotions et sentiments,Kurɔ ka durɔ ba bɛkinɛ ba ka sĩimɔ.,La femme et son amoureux marchent corps contre corpsinacc.
Émotions et sentiments,Damu ga bɛndo gire.,Cet homme est un peureux.
Émotions et sentiments,À n bɛrum mmɔa ǹ dɔko duɔ.,"Si tu as peur, tu ne peux :"
Émotions et sentiments,"Ye na gbee sunɔ wa, na bɛrum kua gem gem.","Quand j'ai vu le lion, j'ai eu très peur."
Émotions et sentiments,Bɛɛn bɔ̃ɔ ge ga bɛrum mɔ. Wunɛn gari yi yu bɛrum mɔ. Ton problème fait peur.,Votre chien a peur. inspirer la peur.
Émotions et sentiments,"Sa ǹ gãanu wa, bɛrumma mu sun gire.","Rien ne nous poursuit, c'est la peur qui nous fait courir."
Émotions et sentiments,I ku bɛrum soora.,N'ayez :
Émotions et sentiments,"Yè u nanda, yerau birɔ kara.","Quand il a eu peur, il a disparu miraculeusement."
Émotions et sentiments,"Kurɔ ka durɔ ba ra bɔnna ko. L’homme 35 bɔnn bɔɔbɔɔru et la femme jouent aux amoureux. Ba ǹ sannamɔ, bɔnnawa ba mö.",Ils ne se disputent
Émotions et sentiments,Biɔ ka win kurɔ ba bɔnnɛ mö.,Bio et sa femme font les jeux d'amour.
Émotions et sentiments,Swaa bɔɔri ba ra swaa dãa bunanabu kã.,Les coupeurs de route aiment barrer la route avec les troncs d’arbres.
Émotions et sentiments,"Dãa buro wini, u nɔmu sãu.",Ce coupeur de bois est très rapide.
Émotions et sentiments,Sa tɔ̃ɔ baka te di ka nuku dobu ka bwɛ̃ɛ dora. bwɛ̃ɛ dora.,Nous avons célébré cette fête avec joie et grande satisfaction.
Émotions et sentiments,"Durɔn win bwɛ̃ ra ya yɛmia. Mi bwɛ̃ ra ya dibu da, miya dosu ga ra we. 50 bwɛr̃ a ya swĩa bwisi","Cet homme est satisfait2) siège des émotions. Là où l’esprit vogue, c’est là où vont les rêves."
Émotions et sentiments,gari yi yi wii bwisikusia sere u nanda.,Cette parole l'a fait réfléchir qu'il en a eu peur :
Émotions et sentiments,"Yè u gbãrama win dii sɔɔn di, yera sa nanda bɛsɛ kpuro.","Lorsqu’il a hurlé depuis sa case, nous avons eu tous peurinacc."
Émotions et sentiments,"Sa ǹ kpĩa su bɛɛ daabaaru ye nɔɔsia fuuku. Nous n'avons Na gĩa dabaaru gaa nua, ya man nanda.",J'ai appris une nouvelle qui m'a fait peur hier.
Émotions et sentiments,Gari yu wii dore sere u yɛ̃ɛu dɛsinu kara.,La parole dite lui a plu si bien qu'il a manifesté sa joie en riant.
Émotions et sentiments,"Yè bɛrum mu nùn mwa, yerau diiribu torua u kpana u dãru yɔ.","Quand il a eu peur, il n'a"
Émotions et sentiments,"Yè bɛrum mu nùn mwa, yerau diirima ma u seewa.","Quand il a eu peur, il s'est mis à trembler et il s'est levé."
Émotions et sentiments,Sɛ̃ɛ dokùru ta nanum mɔ. dokùra dokùnu dokùna,"Une flèche empoisonnée est étrange, elle fait peur."
Émotions et sentiments,Doo nɔɔrugii ku ra n ka gɛɛ nande.,L’homme heureux n’a peur derien .
Émotions et sentiments,Maasɔbu ka ben gãakuba ba bɛsɛn wuu dua.,Les cavaliers et les tambourineurs (frappeurs de tam-tam) sont rentrés dans notre village.
Émotions et sentiments,Durɔ win gɔ̃ ru ga do.,être joyeux. Cet homme est tout content.
Émotions et sentiments,gɔ̃ ru dobu bu dera na duari ye na mö. gɔ̃ ru doba,"A cause de la joie, j'ai oublié ce que je fais."
Émotions et sentiments,A ku de wunɛn tundon gɔ̃ ru gù sankira uka gbi. gõrù ga ǹ sankire.,"devenir triste, se décourager, chagriner, affliger. Ne chagrine :"
Émotions et sentiments,Win kandabu bu sun nanda.,Le fait qu'il ait dégringolé nous a fait peur.
Émotions et sentiments,"Saa win mɔɔn gɔɔn di, win keewa ya kpã.","Depuis la mort de son grand-frère, sa nostalgie est très grande keewa."
Émotions et sentiments,"Durɔ wi u sina u sun gari keu kua, sere bɛsɛn daakari ya seewa.",Cet homme s'est assis et nous a donné un enseignement au point que nous avons eu peur.
Émotions et sentiments,Ba ku ra kpiki swaawɔ kɛ̃ siru wa.,On rencontrerarement l’étrange sur le chemin de la fuite.
Émotions et sentiments,s'aimer mutuellement; I de i kĩana.,Aimez-vous les uns les autres.
Émotions et sentiments,"Na nɛɛ ben kĩanaa ye, na ǹ yè wure.",Je dis que je n'accepte :
Émotions et sentiments,"Kĩru tàn banda, wɛrɛra ta ra maa.","Si l'amour devient excessif, il engendre l'inimitié."
Émotions et sentiments,Kɔɔkɔwa ba ra ka bii nare uka mari.,C'est avec ce qui est dangereux qu'on effraie les enfants.
Émotions et sentiments,A ku ka man kɔ̃ re.,Ne te mets :
Émotions et sentiments,"Kɔ̃ ro, gera ba ra ka bibu nare suka sɔɔ.",C'est avec cet animal mythique que l'on effraie les enfants dans les contes.
Émotions et sentiments,U kɔ̃ ruma uka na u man deema.,Il s'est mis en colère pour venir me voir.
Émotions et sentiments,Woru uka man nɛn bii kɔ̃ ruri.,Worou s'est mis en colère contre mon fils.
Émotions et sentiments,Suunu ga kpɔ̃ a ka sãa kunɔnu.,L'éléphant est trop grand pour se contenter des restes de l'arachide.
Émotions et sentiments,"Mɔru ya kù rà sɔmɛ, ya rà sankuwa.","La colère n'arrange rien, elle gâte tout."
Émotions et sentiments,"Durɔ wi, u mɔru bara u win kurɔbu gira. mɔru bɛ̃ sira/ mɔrɔku bɛsira [mɔru bɛ‚s¿‚ra‚]1. Yè na nɛɛ u doo u tebo mwama, yerau mɔru bɛ̃ sira. mɔru bɛ̃ sire.","Ce monsieur s'est fâché, il a renvoyé ses femmes. être furieux. Quand je lui ai demandé d’aller me retirer la houe, il est devenu furieux."
Émotions et sentiments,"attraper, Nɛn wɔmɔn sisu su gĩa kpasa mwa. Yè na nùn gobi kã, yerau yì mwa ka nuku dobu. Gusunɔ u bɛsɛn kanaru mwa. Que Dieu exauce nos prières.","Le piège de mon frère a attrapé une antilope hier. prendre à la main, prendre dans les mains d'un autre. Quand je lui ai donné l'argent, il l'a pris avec joie."
Émotions et sentiments,Ba man nandasia ka ben damu ge.,Ils m'ont effrayé par leur bruit assourdissant.
Émotions et sentiments,Durɔ win gɔɔ u sun nanum mwa.,La mort de cet homme est étange et fait peur.
Émotions et sentiments,Na wii kurɔ wi narusia.,Je lui ai demandé de faire peur à cette femme.
Émotions et sentiments,"Bɔ̃ɔge, ga dera na gè nasia.",. . Le chien m'a apeuré. nég.
Émotions et sentiments,Nasiaru ta dera bii wi u sĩira.,La peur a transformé l'enfant.
Émotions et sentiments,Nim wɔ̃ kun nim kureru ta ra man bɛrum mwɛ.,Les vagues de la mer me font peur.
Émotions et sentiments,Ba bii nɔm kureru so sere sa nanda. nöm kurena nɔm sooru / nɔm soberu [nɔm sooru]empan. Nɔm sooru ta ra bekuru yĩirewa miL'empan sert à mesurer un pagne.,On a donné un coup à un enfant au point que nous avons eu peur. nöm kurera.
Émotions et sentiments,Nuku gbisibu kun ka yɛnu yɛ̃ ro wã.,Il n'est :
Émotions et sentiments,Nuku dobu kun dere ù dweeya.,La joie lui a donné de l'insomnie.
Émotions et sentiments,"Bii wi u win nuku dobu tusia. Tɔ̃ ru baatere tè sɔɔ a bwãa do, ade a nuku dobu tusia. nuku dobu tusie.","L'enfant a manifesté sa joie. Chaque fois que tu te sens en bonne santé, manifeste ta joie."
Émotions et sentiments,Nuku sankiranu niya nu durɔ wi go.,C'est le déouragement qui a tué cet homme.
Émotions et sentiments,"nukkura1) ventre. Wunɛn nukuru ta kpã. U nukuru do. U nuki sum. nukuru dora [nukuru dora]devenir content. Win nukuru ta dora. nukuru ta sankira [nukuru ta sankira]devenir triste, découragé. Durɔ win nukuru ta sankira. nukuru ta sankiramɔ. nukuru ta ǹ sankire.",Ton ventre est gros. coeur en tant que siège des sentiments. Il a un bon coeur. Il est devenu content. nég. Cet homme est découragéinacc.
Émotions et sentiments,Na deba pem pem.,Je suis très satisfait.
Émotions et sentiments,Uku tii kpake.,Il ne faut :
Émotions et sentiments,"Durɔ wi, ura Gusunɔ sãa ka nuku tia.",Cet homme adore Dieu avec joie.
Émotions et sentiments,Na wunɛn kɛ̃ɛte siara.,Je suis content de ton cadeau.
